number_people,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
50,2,0,0,53.2,0,1,11,9
47,2,0,0,53.2,0,1,11,9
45,2,0,0,53.2,0,1,11,9
52,2,0,0,53.2,0,1,11,9
39,2,0,0,54.95,0,1,11,10
50,2,0,0,54.95,0,1,11,10
44,2,0,0,54.95,0,1,11,10
70,2,0,0,54.95,0,1,11,10
57,2,0,0,54.95,0,1,11,10
53,2,0,0,57,0,1,11,11
57,2,0,0,57,0,1,11,11
56,2,0,0,57,0,1,11,11
50,2,0,0,57,0,1,11,11
63,2,0,0,57,0,1,11,11
67,2,0,0,57.18,0,1,11,12
67,2,0,0,57.18,0,1,11,12
58,2,0,0,57.18,0,1,11,12
64,2,0,0,57.18,0,1,11,12
60,2,0,0,57.18,0,1,11,12
46,2,0,0,60.05,0,1,11,13
45,2,0,0,60.05,0,1,11,13
39,2,0,0,60.05,0,1,11,13
48,2,0,0,60.05,0,1,11,13
44,2,0,0,60.05,0,1,11,13
34,2,0,0,61.42,0,1,11,14
51,2,0,0,61.42,0,1,11,14
44,2,0,0,61.42,0,1,11,14
55,2,0,0,61.42,0,1,11,14
52,2,0,0,61.42,0,1,11,14
56,2,0,0,60.71,0,1,11,15
54,2,0,0,60.71,0,1,11,15
64,2,0,0,60.71,0,1,11,15
49,2,0,0,60.71,0,1,11,15
47,2,0,0,60.71,0,1,11,15
60,2,0,0,60.61,0,1,11,16
52,2,0,0,60.61,0,1,11,16
67,2,0,0,60.61,0,1,11,16
70,2,0,0,60.61,0,1,11,16
54,2,0,0,60.61,0,1,11,16
58,2,0,0,59.39,0,1,11,17
65,2,0,0,59.39,0,1,11,17
66,2,0,0,59.39,0,1,11,17
79,2,0,0,59.39,0,1,11,17
74,2,0,0,59.39,0,1,11,17
69,2,0,0,59.21,0,1,11,18
83,2,0,0,59.21,0,1,11,18
81,2,0,0,59.21,0,1,11,18
79,2,0,0,59.21,0,1,11,18
66,2,0,0,59.04,0,1,11,19
64,2,0,0,59.04,0,1,11,19
80,2,0,0,59.04,0,1,11,19
65,2,0,0,59.04,0,1,11,19
71,2,0,0,59.04,0,1,11,19
72,2,0,0,58.87,0,1,11,20
61,2,0,0,58.87,0,1,11,20
78,2,0,0,58.87,0,1,11,20
67,2,0,0,58.87,0,1,11,20
57,2,0,0,58.87,0,1,11,20
51,2,0,0,58.7,0,1,11,21
57,2,0,0,58.7,0,1,11,21
58,2,0,0,58.7,0,1,11,21
68,2,0,0,58.7,0,1,11,21
65,2,0,0,58.7,0,1,11,21
56,2,0,0,58.53,0,1,11,22
82,2,0,0,58.53,0,1,11,22
64,2,0,0,58.53,0,1,11,22
69,2,0,0,58.53,0,1,11,22
58,2,0,0,58.53,0,1,11,22
64,2,0,0,58.31,0,1,11,23
61,2,0,0,58.31,0,1,11,23
49,2,0,0,58.31,0,1,11,23
44,2,0,0,58.31,0,1,11,23
46,2,0,0,58.31,0,1,11,23
52,3,0,0,58.09,0,1,11,0
37,3,0,0,58.09,0,1,11,0
30,3,0,0,58.09,0,1,11,0
26,3,0,0,58.09,0,1,11,0
18,3,0,0,58.09,0,1,11,0
17,3,0,0,57.88,0,1,11,1
1,3,0,0,57.07,0,1,11,5
1,3,0,0,57.07,0,1,11,5
2,3,0,0,57.07,0,1,11,5
3,3,0,0,57.07,0,1,11,5
5,3,0,0,56.9,0,1,11,6
10,3,0,0,56.9,0,1,11,6
14,3,0,0,56.9,0,1,11,6
10,3,0,0,56.9,0,1,11,6
14,3,0,0,56.9,0,1,11,6
11,3,0,0,56.75,0,1,11,7
14,3,0,0,56.75,0,1,11,7
23,3,0,0,56.75,0,1,11,7
24,3,0,0,56.75,0,1,11,7
25,3,0,0,56.75,0,1,11,7
38,3,0,0,56.62,0,1,11,8
34,3,0,0,56.62,0,1,11,8
39,3,0,0,56.62,0,1,11,8
34,3,0,0,56.62,0,1,11,8
36,3,0,0,56.62,0,1,11,8
38,3,0,0,56.53,0,1,11,9
34,3,0,0,56.53,0,1,11,9
42,3,0,0,56.53,0,1,11,9
40,3,0,0,56.53,0,1,11,9
40,3,0,0,56.53,0,1,11,9
49,3,0,0,56.46,0,1,11,10
49,3,0,0,56.46,0,1,11,10
48,3,0,0,56.46,0,1,11,10
45,3,0,0,56.46,0,1,11,10
41,3,0,0,56.46,0,1,11,10
37,3,0,0,57.7,0,1,11,11
45,3,0,0,57.7,0,1,11,11
43,3,0,0,57.7,0,1,11,11
36,3,0,0,57.7,0,1,11,11
35,3,0,0,57.7,0,1,11,11
48,3,0,0,59.55,0,1,11,12
42,3,0,0,59.55,0,1,11,12
47,3,0,0,59.55,0,1,11,12
49,3,0,0,59.55,0,1,11,12
46,3,0,0,59.55,0,1,11,12
58,3,0,0,61.68,0,1,11,13
58,3,0,0,61.68,0,1,11,13
49,3,0,0,61.68,0,1,11,13
48,3,0,0,61.68,0,1,11,13
44,3,0,0,61.68,0,1,11,13
43,3,0,0,63.67,0,1,11,14
47,3,0,0,63.67,0,1,11,14
41,3,0,0,63.67,0,1,11,14
34,3,0,0,63.67,0,1,11,14
39,3,0,0,63.67,0,1,11,14
53,3,0,0,61.72,0,1,11,15
51,3,0,0,61.72,0,1,11,15
44,3,0,0,61.72,0,1,11,15
45,3,0,0,61.72,0,1,11,15
59,3,0,0,61.72,0,1,11,15
61,3,0,0,60.02,0,1,11,16
73,3,0,0,60.02,0,1,11,16
71,3,0,0,60.02,0,1,11,16
66,3,0,0,60.02,0,1,11,16
75,3,0,0,60.02,0,1,11,16
63,3,0,0,59.49,0,1,11,17
71,3,0,0,59.49,0,1,11,17
62,3,0,0,59.49,0,1,11,17
76,3,0,0,59.49,0,1,11,17
66,3,0,0,59.49,0,1,11,17
73,3,0,0,58.44,0,1,11,18
81,3,0,0,58.44,0,1,11,18
73,3,0,0,58.44,0,1,11,18
61,3,0,0,58.44,0,1,11,18
69,3,0,0,58.44,0,1,11,18
71,3,0,0,57.44,0,1,11,19
64,3,0,0,57.44,0,1,11,19
64,3,0,0,57.44,0,1,11,19
71,3,0,0,57.44,0,1,11,19
76,3,0,0,57.44,0,1,11,19
69,3,0,0,57.44,0,1,11,19
70,3,0,0,56.94,0,1,11,20
78,3,0,0,56.94,0,1,11,20
72,3,0,0,56.94,0,1,11,20
69,3,0,0,56.94,0,1,11,20
60,3,0,0,56.94,0,1,11,20
76,3,0,0,55.36,0,1,11,21
77,3,0,0,55.36,0,1,11,21
64,3,0,0,55.36,0,1,11,21
64,3,0,0,55.36,0,1,11,21
65,3,0,0,55.36,0,1,11,21
56,3,0,0,54.56,0,1,11,22
72,3,0,0,54.56,0,1,11,22
71,3,0,0,54.56,0,1,11,22
75,3,0,0,54.56,0,1,11,22
82,3,0,0,54.56,0,1,11,22
61,3,0,0,54.12,0,1,11,23
66,3,0,0,54.12,0,1,11,23
67,3,0,0,54.12,0,1,11,23
59,3,0,0,54.12,0,1,11,23
61,3,0,0,54.12,0,1,11,23
61,4,0,0,53.36,0,1,11,0
43,4,0,0,53.36,0,1,11,0
48,4,0,0,53.36,0,1,11,0
39,4,0,0,53.36,0,1,11,0
25,4,0,0,53.36,0,1,11,0
16,4,0,0,52.28,0,1,11,1
0,4,0,0,51.3,0,1,11,5
1,4,0,0,51.3,0,1,11,5
2,4,0,0,51.3,0,1,11,5
2,4,0,0,51.3,0,1,11,5
8,4,0,0,50.78,0,1,11,6
9,4,0,0,50.78,0,1,11,6
14,4,0,0,50.78,0,1,11,6
17,4,0,0,50.78,0,1,11,6
32,4,0,0,50.78,0,1,11,6
18,4,0,0,52.19,0,1,11,7
28,4,0,0,52.19,0,1,11,7
28,4,0,0,52.19,0,1,11,7
20,4,0,0,52.19,0,1,11,7
23,4,0,0,52.19,0,1,11,7
31,4,0,0,53.93,0,1,11,8
34,4,0,0,53.93,0,1,11,8
35,4,0,0,53.93,0,1,11,8
36,4,0,0,53.93,0,1,11,8
46,4,0,0,53.93,0,1,11,8
45,4,0,0,56.34,0,1,11,9
45,4,0,0,56.34,0,1,11,9
43,4,0,0,56.34,0,1,11,9
50,4,0,0,56.34,0,1,11,9
46,4,0,0,56.34,0,1,11,9
56,4,0,0,60,0,1,11,10
49,4,0,0,60,0,1,11,10
53,4,0,0,60,0,1,11,10
44,4,0,0,60,0,1,11,10
54,4,0,0,60,0,1,11,10
50,4,0,0,60.4,0,1,11,11
51,4,0,0,60.4,0,1,11,11
54,4,0,0,60.4,0,1,11,11
57,4,0,0,60.4,0,1,11,11
58,4,0,0,60.4,0,1,11,11
75,4,0,0,63.16,0,1,11,12
61,4,0,0,63.16,0,1,11,12
66,4,0,0,63.16,0,1,11,12
72,4,0,0,63.16,0,1,11,12
53,4,0,0,63.16,0,1,11,12
57,4,0,0,65.08,0,1,11,13
66,4,0,0,65.08,0,1,11,13
60,4,0,0,65.08,0,1,11,13
55,4,0,0,65.08,0,1,11,13
61,4,0,0,65.08,0,1,11,13
66,4,0,0,65.47,0,1,11,14
57,4,0,0,65.47,0,1,11,14
63,4,0,0,65.47,0,1,11,14
64,4,0,0,65.47,0,1,11,14
64,4,0,0,65.47,0,1,11,14
66,4,0,0,64.73,0,1,11,15
72,4,0,0,64.73,0,1,11,15
79,4,0,0,64.73,0,1,11,15
79,4,0,0,64.73,0,1,11,15
78,4,0,0,64.73,0,1,11,15
87,4,0,0,64.11,0,1,11,16
80,4,0,0,64.11,0,1,11,16
81,4,0,0,64.11,0,1,11,16
81,4,0,0,64.11,0,1,11,16
65,4,0,0,64.11,0,1,11,16
85,4,0,0,62.39,0,1,11,17
78,4,0,0,62.39,0,1,11,17
96,4,0,0,62.39,0,1,11,17
92,4,0,0,62.39,0,1,11,17
90,4,0,0,62.39,0,1,11,17
76,4,0,0,61.05,0,1,11,18
74,4,0,0,61.05,0,1,11,18
80,4,0,0,61.05,0,1,11,18
75,4,0,0,61.05,0,1,11,18
65,4,0,0,61.05,0,1,11,18
58,4,0,0,59.72,0,1,11,19
72,4,0,0,59.72,0,1,11,19
80,4,0,0,59.72,0,1,11,19
65,4,0,0,59.72,0,1,11,19
72,4,0,0,59.72,0,1,11,19
58,4,0,0,58.55,0,1,11,20
57,4,0,0,58.55,0,1,11,20
58,4,0,0,58.55,0,1,11,20
63,4,0,0,58.55,0,1,11,20
61,4,0,0,58.55,0,1,11,20
53,4,0,0,56.67,0,1,11,21
49,4,0,0,56.67,0,1,11,21
49,4,0,0,56.67,0,1,11,21
59,4,0,0,56.67,0,1,11,21
51,4,0,0,56.67,0,1,11,21
55,4,0,0,55.62,0,1,11,22
52,4,0,0,55.62,0,1,11,22
49,4,0,0,55.62,0,1,11,22
57,4,0,0,55.62,0,1,11,22
42,4,0,0,55.62,0,1,11,22
39,4,0,0,55.34,0,1,11,23
13,4,0,0,55.34,0,1,11,23
7,4,0,0,55.34,0,1,11,23
7,4,0,0,55.34,0,1,11,23
2,4,0,0,55.34,0,1,11,23
0,5,1,0,53.82,0,1,11,0
0,5,1,0,53.82,0,1,11,0
0,5,1,0,53.82,0,1,11,0
1,5,1,0,53.82,0,1,11,0
2,5,1,0,53.82,0,1,11,0
0,5,1,0,53.68,0,1,11,1
1,5,1,0,50.11,0,1,11,5
1,5,1,0,50.11,0,1,11,5
1,5,1,0,50.11,0,1,11,5
0,5,1,0,50.11,0,1,11,5
1,5,1,0,49.78,0,1,11,6
0,5,1,0,49.78,0,1,11,6
0,5,1,0,49.78,0,1,11,6
1,5,1,0,49.78,0,1,11,6
1,5,1,0,49.78,0,1,11,6
0,5,1,0,51.68,0,1,11,7
2,5,1,0,51.68,0,1,11,7
2,5,1,0,51.68,0,1,11,7
3,5,1,0,51.68,0,1,11,7
5,5,1,0,51.68,0,1,11,7
11,5,1,0,53.97,0,1,11,8
17,5,1,0,53.97,0,1,11,8
33,5,1,0,53.97,0,1,11,8
30,5,1,0,53.97,0,1,11,8
29,5,1,0,53.97,0,1,11,8
38,5,1,0,55.15,0,1,11,9
42,5,1,0,55.15,0,1,11,9
39,5,1,0,55.15,0,1,11,9
37,5,1,0,55.15,0,1,11,9
37,5,1,0,55.15,0,1,11,9
35,5,1,0,56.62,0,1,11,10
50,5,1,0,56.62,0,1,11,10
52,5,1,0,56.62,0,1,11,10
38,5,1,0,56.62,0,1,11,10
46,5,1,0,56.62,0,1,11,10
54,5,1,0,58.43,0,1,11,11
60,5,1,0,58.43,0,1,11,11
61,5,1,0,58.43,0,1,11,11
60,5,1,0,58.43,0,1,11,11
57,5,1,0,58.43,0,1,11,11
64,5,1,0,59.92,0,1,11,12
57,5,1,0,59.92,0,1,11,12
63,5,1,0,59.92,0,1,11,12
64,5,1,0,59.92,0,1,11,12
59,5,1,0,59.92,0,1,11,12
51,5,1,0,60.42,0,1,11,13
48,5,1,0,60.42,0,1,11,13
56,5,1,0,60.42,0,1,11,13
44,5,1,0,60.42,0,1,11,13
55,5,1,0,60.42,0,1,11,13
56,5,1,0,61.61,0,1,11,14
52,5,1,0,61.61,0,1,11,14
50,5,1,0,61.61,0,1,11,14
53,5,1,0,61.61,0,1,11,14
47,5,1,0,61.61,0,1,11,14
65,5,1,0,60.46,0,1,11,15
66,5,1,0,60.46,0,1,11,15
74,5,1,0,60.46,0,1,11,15
53,5,1,0,60.46,0,1,11,15
58,5,1,0,60.46,0,1,11,15
64,5,1,0,60.34,0,1,11,16
77,5,1,0,60.34,0,1,11,16
83,5,1,0,60.34,0,1,11,16
80,5,1,0,60.34,0,1,11,16
83,5,1,0,60.34,0,1,11,16
57,5,1,0,60.05,0,1,11,17
61,5,1,0,60.05,0,1,11,17
52,5,1,0,60.05,0,1,11,17
61,5,1,0,60.05,0,1,11,17
57,5,1,0,60.05,0,1,11,17
44,5,1,0,58.76,0,1,11,18
51,5,1,0,58.76,0,1,11,18
56,5,1,0,58.76,0,1,11,18
56,5,1,0,58.76,0,1,11,18
66,5,1,0,58.76,0,1,11,18
56,5,1,0,58.24,0,1,11,19
48,5,1,0,58.24,0,1,11,19
48,5,1,0,58.24,0,1,11,19
57,5,1,0,58.24,0,1,11,19
49,5,1,0,58.24,0,1,11,19
46,5,1,0,58.33,0,1,11,20
43,5,1,0,58.33,0,1,11,20
34,5,1,0,58.33,0,1,11,20
32,5,1,0,58.33,0,1,11,20
33,5,1,0,58.33,0,1,11,20
43,5,1,0,58.2,0,1,11,21
44,5,1,0,58.2,0,1,11,21
47,5,1,0,58.2,0,1,11,21
54,5,1,0,58.2,0,1,11,21
52,5,1,0,58.2,0,1,11,21
51,5,1,0,56.67,0,1,11,22
52,5,1,0,56.67,0,1,11,22
54,5,1,0,56.67,0,1,11,22
47,5,1,0,56.67,0,1,11,22
44,5,1,0,56.67,0,1,11,22
33,5,1,0,56,0,1,11,23
6,5,1,0,56,0,1,11,23
3,5,1,0,56,0,1,11,23
4,5,1,0,56,0,1,11,23
1,5,1,0,56,0,1,11,23
2,6,1,0,55.73,0,1,11,0
1,6,1,0,55.73,0,1,11,0
1,6,1,0,55.73,0,1,11,0
1,6,1,0,55.73,0,1,11,0
1,6,1,0,55.73,0,1,11,0
0,6,1,0,56.52,0,1,11,1
0,6,1,0,54.53,0,1,11,5
0,6,1,0,54.53,0,1,11,5
0,6,1,0,54.53,0,1,11,5
0,6,1,0,54.53,0,1,11,5
0,6,1,0,55.05,0,1,11,6
0,6,1,0,55.05,0,1,11,6
0,6,1,0,55.05,0,1,11,6
1,6,1,0,55.05,0,1,11,6
0,6,1,0,55.05,0,1,11,6
0,6,1,0,55.51,0,1,11,7
0,6,1,0,55.51,0,1,11,7
0,6,1,0,55.51,0,1,11,7
0,6,1,0,55.51,0,1,11,7
1,6,1,0,55.51,0,1,11,7
1,6,1,0,56,0,1,11,8
11,6,1,0,56,0,1,11,8
13,6,1,0,56,0,1,11,8
17,6,1,0,56,0,1,11,8
16,6,1,0,56,0,1,11,8
18,6,1,0,56.53,0,1,11,9
26,6,1,0,56.53,0,1,11,9
36,6,1,0,56.53,0,1,11,9
30,6,1,0,56.53,0,1,11,9
35,6,1,0,56.53,0,1,11,9
44,6,1,0,58,0,1,11,10
42,6,1,0,58,0,1,11,10
39,6,1,0,58,0,1,11,10
49,6,1,0,58,0,1,11,10
44,6,1,0,58,0,1,11,10
38,6,1,0,58.33,0,1,11,11
52,6,1,0,58.33,0,1,11,11
48,6,1,0,58.33,0,1,11,11
52,6,1,0,58.33,0,1,11,11
39,6,1,0,58.33,0,1,11,11
51,6,1,0,58.72,0,1,11,12
56,6,1,0,58.72,0,1,11,12
46,6,1,0,58.72,0,1,11,12
35,6,1,0,58.72,0,1,11,12
42,6,1,0,58.72,0,1,11,12
30,6,1,0,58.97,0,1,11,13
32,6,1,0,58.97,0,1,11,13
38,6,1,0,58.97,0,1,11,13
36,6,1,0,58.97,0,1,11,13
32,6,1,0,58.97,0,1,11,13
38,6,1,0,57.97,0,1,11,14
41,6,1,0,57.97,0,1,11,14
38,6,1,0,57.97,0,1,11,14
43,6,1,0,57.97,0,1,11,14
38,6,1,0,57.97,0,1,11,14
45,6,1,0,57.97,0,1,11,15
33,6,1,0,57.97,0,1,11,15
35,6,1,0,57.97,0,1,11,15
34,6,1,0,57.97,0,1,11,15
45,6,1,0,57.97,0,1,11,15
41,6,1,0,56.28,0,1,11,16
44,6,1,0,56.28,0,1,11,16
43,6,1,0,56.28,0,1,11,16
43,6,1,0,56.28,0,1,11,16
42,6,1,0,56.28,0,1,11,16
50,6,1,0,55.24,0,1,11,17
51,6,1,0,55.24,0,1,11,17
59,6,1,0,55.24,0,1,11,17
57,6,1,0,55.24,0,1,11,17
48,6,1,0,55.24,0,1,11,17
60,6,1,0,53.51,0,1,11,18
55,6,1,0,53.51,0,1,11,18
53,6,1,0,53.51,0,1,11,18
43,6,1,0,53.51,0,1,11,18
43,6,1,0,53.51,0,1,11,18
45,6,1,0,53.51,0,1,11,19
45,6,1,0,53.51,0,1,11,19
47,6,1,0,53.51,0,1,11,19
60,6,1,0,53.51,0,1,11,19
44,6,1,0,53.51,0,1,11,19
49,6,1,0,52.8,0,1,11,20
54,6,1,0,52.8,0,1,11,20
60,6,1,0,52.8,0,1,11,20
57,6,1,0,52.8,0,1,11,20
57,6,1,0,52.8,0,1,11,20
57,6,1,0,52.33,0,1,11,21
77,6,1,0,52.33,0,1,11,21
70,6,1,0,52.33,0,1,11,21
60,6,1,0,52.33,0,1,11,21
62,6,1,0,52.33,0,1,11,21
64,6,1,0,52.33,0,1,11,22
63,6,1,0,52.33,0,1,11,22
56,6,1,0,52.33,0,1,11,22
56,6,1,0,52.33,0,1,11,22
52,6,1,0,52.33,0,1,11,22
65,6,1,0,52.51,0,1,11,23
60,6,1,0,52.51,0,1,11,23
46,6,1,0,52.51,0,1,11,23
35,6,1,0,52.51,0,1,11,23
42,6,1,0,52.51,0,1,11,23
38,0,0,0,51.78,0,1,11,0
38,0,0,0,51.78,0,1,11,0
29,0,0,0,51.78,0,1,11,0
28,0,0,0,51.78,0,1,11,0
22,0,0,0,51.78,0,1,11,0
18,0,0,0,50.99,0,1,11,1
0,0,0,0,48.61,0,1,11,5
0,0,0,0,48.61,0,1,11,5
0,0,0,0,48.61,0,1,11,5
3,0,0,0,48.61,0,1,11,5
5,0,0,0,48.22,0,1,11,6
13,0,0,0,48.22,0,1,11,6
12,0,0,0,48.22,0,1,11,6
16,0,0,0,48.22,0,1,11,6
15,0,0,0,48.22,0,1,11,6
19,0,0,0,50.03,0,1,11,7
25,0,0,0,50.03,0,1,11,7
31,0,0,0,50.03,0,1,11,7
29,0,0,0,50.03,0,1,11,7
30,0,0,0,50.03,0,1,11,7
34,0,0,0,51.2,0,1,11,8
38,0,0,0,51.2,0,1,11,8
33,0,0,0,51.2,0,1,11,8
41,0,0,0,51.2,0,1,11,8
42,0,0,0,51.2,0,1,11,8
40,0,0,0,52.24,0,1,11,9
41,0,0,0,52.24,0,1,11,9
31,0,0,0,52.24,0,1,11,9
41,0,0,0,52.24,0,1,11,9
41,0,0,0,52.24,0,1,11,9
46,0,0,0,53.89,0,1,11,10
41,0,0,0,53.89,0,1,11,10
38,0,0,0,53.89,0,1,11,10
50,0,0,0,53.89,0,1,11,10
47,0,0,0,53.89,0,1,11,10
39,0,0,0,56.22,0,1,11,11
55,0,0,0,56.22,0,1,11,11
45,0,0,0,56.22,0,1,11,11
40,0,0,0,56.22,0,1,11,11
41,0,0,0,56.22,0,1,11,11
52,0,0,0,58.94,0,1,11,12
49,0,0,0,58.94,0,1,11,12
44,0,0,0,58.94,0,1,11,12
49,0,0,0,58.94,0,1,11,12
37,0,0,0,58.94,0,1,11,12
56,0,0,0,59.95,0,1,11,13
42,0,0,0,59.95,0,1,11,13
47,0,0,0,59.95,0,1,11,13
44,0,0,0,59.95,0,1,11,13
44,0,0,0,59.95,0,1,11,13
45,0,0,0,61.22,0,1,11,14
40,0,0,0,61.22,0,1,11,14
41,0,0,0,61.22,0,1,11,14
41,0,0,0,61.22,0,1,11,14
45,0,0,0,61.22,0,1,11,14
38,0,0,0,61.42,0,1,11,15
46,0,0,0,61.42,0,1,11,15
57,0,0,0,61.42,0,1,11,15
57,0,0,0,61.42,0,1,11,15
52,0,0,0,61.42,0,1,11,15
61,0,0,0,59.53,0,1,11,16
56,0,0,0,59.53,0,1,11,16
69,0,0,0,59.53,0,1,11,16
63,0,0,0,59.53,0,1,11,16
53,0,0,0,59.53,0,1,11,16
52,0,0,0,57.72,0,1,11,17
61,0,0,0,57.72,0,1,11,17
70,0,0,0,57.72,0,1,11,17
67,0,0,0,57.72,0,1,11,17
68,0,0,0,57.72,0,1,11,17
77,0,0,0,56.24,0,1,11,18
78,0,0,0,56.24,0,1,11,18
89,0,0,0,56.24,0,1,11,18
67,0,0,0,56.24,0,1,11,18
79,0,0,0,56.24,0,1,11,18
74,0,0,0,55.76,0,1,11,19
76,0,0,0,55.76,0,1,11,19
67,0,0,0,55.76,0,1,11,19
73,0,0,0,55.76,0,1,11,19
68,0,0,0,55.76,0,1,11,19
57,0,0,0,54.96,0,1,11,20
75,0,0,0,54.96,0,1,11,20
67,0,0,0,54.96,0,1,11,20
87,0,0,0,54.96,0,1,11,20
80,0,0,0,54.96,0,1,11,20
74,0,0,0,54.51,0,1,11,21
82,0,0,0,54.51,0,1,11,21
89,0,0,0,54.51,0,1,11,21
82,0,0,0,54.51,0,1,11,21
83,0,0,0,54.51,0,1,11,21
80,0,0,0,54.28,0,1,11,22
78,0,0,0,54.28,0,1,11,22
68,0,0,0,54.28,0,1,11,22
86,0,0,0,54.28,0,1,11,22
76,0,0,0,54.28,0,1,11,22
74,0,0,0,53.51,0,1,11,23
78,0,0,0,53.51,0,1,11,23
69,0,0,0,53.51,0,1,11,23
72,0,0,0,53.51,0,1,11,23
48,0,0,0,53.51,0,1,11,23
43,1,0,0,53,0,1,11,0
43,1,0,0,53,0,1,11,0
38,1,0,0,53,0,1,11,0
28,1,0,0,53,0,1,11,0
25,1,0,0,53,0,1,11,0
16,1,0,0,52.51,0,1,11,1
1,1,0,0,51.93,0,1,11,5
1,1,0,0,51.93,0,1,11,5
0,1,0,0,51.93,0,1,11,5
1,1,0,0,51.93,0,1,11,5
6,1,0,0,52.07,0,1,11,6
16,1,0,0,52.07,0,1,11,6
16,1,0,0,52.07,0,1,11,6
20,1,0,0,52.07,0,1,11,6
20,1,0,0,52.07,0,1,11,6
25,1,0,0,53.67,0,1,11,7
25,1,0,0,53.67,0,1,11,7
32,1,0,0,53.67,0,1,11,7
39,1,0,0,53.67,0,1,11,7
29,1,0,0,53.67,0,1,11,7
28,1,0,0,54.93,0,1,11,8
32,1,0,0,54.93,0,1,11,8
30,1,0,0,54.93,0,1,11,8
28,1,0,0,54.93,0,1,11,8
37,1,0,0,54.93,0,1,11,8
39,1,0,0,56.3,0,1,11,9
38,1,0,0,56.3,0,1,11,9
39,1,0,0,56.3,0,1,11,9
56,1,0,0,56.3,0,1,11,9
51,1,0,0,56.3,0,1,11,9
57,1,0,0,58.11,0,1,11,10
55,1,0,0,58.11,0,1,11,10
41,1,0,0,58.11,0,1,11,10
50,1,0,0,58.11,0,1,11,10
47,1,0,0,58.11,0,1,11,10
59,1,0,0,58.3,0,1,11,11
63,1,0,0,58.3,0,1,11,11
64,1,0,0,58.3,0,1,11,11
71,1,0,0,58.3,0,1,11,11
59,1,0,0,58.3,0,1,11,11
57,1,0,0,59.08,0,1,11,12
60,1,0,0,59.08,0,1,11,12
57,1,0,0,59.08,0,1,11,12
66,1,0,0,59.08,0,1,11,12
50,1,0,0,59.08,0,1,11,12
50,1,0,0,59.59,0,1,11,13
44,1,0,0,59.59,0,1,11,13
42,1,0,0,59.59,0,1,11,13
35,1,0,0,59.59,0,1,11,13
37,1,0,0,59.59,0,1,11,13
40,1,0,0,61.73,0,1,11,14
42,1,0,0,61.73,0,1,11,14
48,1,0,0,61.73,0,1,11,14
53,1,0,0,61.73,0,1,11,14
40,1,0,0,61.73,0,1,11,14
49,1,0,0,62,0,1,11,15
56,1,0,0,62,0,1,11,15
51,1,0,0,62,0,1,11,15
54,1,0,0,62,0,1,11,15
57,1,0,0,62,0,1,11,15
64,1,0,0,60.22,0,1,11,16
70,1,0,0,60.22,0,1,11,16
66,1,0,0,60.22,0,1,11,16
63,1,0,0,60.22,0,1,11,16
74,1,0,0,60.22,0,1,11,16
74,1,0,0,59.8,0,1,11,17
76,1,0,0,59.8,0,1,11,17
82,1,0,0,59.8,0,1,11,17
85,1,0,0,59.8,0,1,11,17
72,1,0,0,59.8,0,1,11,17
63,1,0,0,59.39,0,1,11,18
62,1,0,0,59.39,0,1,11,18
77,1,0,0,59.39,0,1,11,18
99,1,0,0,59.39,0,1,11,18
87,1,0,0,59.39,0,1,11,18
95,1,0,0,58.53,0,1,11,19
88,1,0,0,58.53,0,1,11,19
80,1,0,0,58.53,0,1,11,19
87,1,0,0,58.53,0,1,11,19
83,1,0,0,58.53,0,1,11,19
86,1,0,0,57.97,0,1,11,20
85,1,0,0,57.97,0,1,11,20
84,1,0,0,57.97,0,1,11,20
67,1,0,0,57.97,0,1,11,20
64,1,0,0,57.97,0,1,11,20
71,1,0,0,57.77,0,1,11,21
92,1,0,0,57.77,0,1,11,21
85,1,0,0,57.77,0,1,11,21
85,1,0,0,57.77,0,1,11,21
72,1,0,0,57.77,0,1,11,21
75,1,0,0,57.77,0,1,11,21
65,1,0,0,56.22,0,1,11,22
69,1,0,0,56.22,0,1,11,22
66,1,0,0,56.22,0,1,11,22
84,1,0,0,56.22,0,1,11,22
75,1,0,0,56.22,0,1,11,22
75,1,0,0,55.97,0,1,11,23
85,1,0,0,55.97,0,1,11,23
85,1,0,0,55.97,0,1,11,23
75,1,0,0,55.97,0,1,11,23
66,1,0,0,55.97,0,1,11,23
63,2,0,0,56.04,0,1,11,0
25,2,0,0,55.79,0,1,11,7
29,2,0,0,55.79,0,1,11,7
30,2,0,0,55.79,0,1,11,7
33,2,0,0,55.79,0,1,11,7
38,2,0,0,55.7,0,1,11,8
36,2,0,0,55.7,0,1,11,8
35,2,0,0,55.7,0,1,11,8
38,2,0,0,55.7,0,1,11,8
40,2,0,0,55.7,0,1,11,8
40,2,0,0,56.11,0,1,11,9
46,2,0,0,56.11,0,1,11,9
36,2,0,0,56.11,0,1,11,9
41,2,0,0,56.11,0,1,11,9
35,2,0,0,56.11,0,1,11,9
49,2,0,0,57.9,0,1,11,10
50,2,0,0,57.9,0,1,11,10
51,2,0,0,57.9,0,1,11,10
54,2,0,0,57.9,0,1,11,10
58,2,0,0,57.9,0,1,11,10
59,2,0,0,59.22,0,1,11,11
58,2,0,0,59.22,0,1,11,11
51,2,0,0,59.22,0,1,11,11
56,2,0,0,59.22,0,1,11,11
52,2,0,0,59.22,0,1,11,11
55,2,0,0,60.39,0,1,11,12
